Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/v1/dashboard/stats,33,0,7200.0,11592.3330272719,10.807599988766015,41420.091399981175,2162.0,0.6182781751026174,0.0,7200,14000,18000,27000,31000,35000,41000,41000,41000,41000,41000
GET,GET /api/v1/employees,157,1,5100.0,9931.723994267422,11.887899978319183,35377.099500008626,1347.5541401273886,2.941505257306392,0.01873570227583689,5100,13000,17000,18000,23000,25000,26000,27000,35000,35000,35000
GET,GET /api/v1/employees/{id},123,0,2500.0,3631.1441048775323,9.979199996450916,15902.333299978636,262.9430894308943,2.3044913799279376,0.0,2500,3000,5300,6700,7300,16000,16000,16000,16000,16000,16000
PATCH,PATCH /api/v1/employees/{id}/transition,29,15,850.0,1725.4937793116148,61.487500002840534,6271.226800017757,97.41379310344827,0.5433353659992699,0.2810355341375534,850,2400,2400,2400,4600,6300,6300,6300,6300,6300,6300
,Aggregated,342,16,3100.0,7130.110238303892,9.979199996450916,41420.091399981175,930.0555555555555,6.407610178336217,0.29977123641339026,3100,6700,12000,14000,19000,24000,28000,33000,41000,41000,41000
